,地址,区域,小区,租凭方式,租金,楼层,面积,户型,朝向,发布日期,具体日期,介绍,看房记录（最新成交日期）,看房记录（最新成交价格）,距离地铁站距离,入住,租期,看房,电梯,车位,用水,用电,燃气,电视,冰箱,洗衣机,空调,热水器,床,暖气,宽带,衣柜,天然气,经度,纬度,链接,信息采集时间
277,静安,曹家渡,华纺小区,整租,5600,高楼层/7层,36㎡,1室1厅1卫,朝南,5天前,2019-07-26,,2019-07-06,8200元/月,177m,2019-08-07,2年以内,需提前预约,无,暂无数据,民水,民电,有,有,有,有,有,有,有,无,有,有,有,121.431990,31.234274,https://sh.lianjia.com/zufang/SH2309156884160462848.html,2019-07-31 19:53:15
278,徐汇,华东理工,梅陇三村,整租,3500,低楼层/6层,44㎡,1室1厅1卫,朝南,25天前,2019-07-05,,2019-07-28,3600元/月,1017m,随时入住,暂无数据,一般下班后可看,无,暂无数据,民水,民电,无,无,无,无,无,无,无,无,无,无,无,121.417580,31.135740,https://sh.lianjia.com/zufang/SH2294328472518270976.html,2019-07-31 19:53:16
279,浦东,周浦,汇康公寓,整租,1300,低楼层/6层,40㎡,1室1厅1卫,朝东,13天前,2019-07-18,,2018-09-02,1300元/月,,随时入住,暂无数据,需提前预约,无,暂无数据,民水,民电,无,无,无,无,无,无,无,无,无,无,无,121.586662,31.113181,https://sh.lianjia.com/zufang/SH2298452563936690176.html,2019-07-31 19:53:17
280,静安,静安寺,长乐路930弄,整租,6000,高楼层/6层,42㎡,1室1厅1卫,朝南,14天前,2019-07-17,,2019-06-20,5200元/月,582m,随时入住,3年以上,需提前预约,无,暂无数据,民水,民电,无,有,有,有,有,有,有,无,无,有,无,121.445828,31.216033,https://sh.lianjia.com/zufang/SH2300522621546274816.html,2019-07-31 19:53:18
281,黄浦,人民广场,威海小区,整租,5300,高楼层/6层,42㎡,1室1厅1卫,朝南,1个月前,2019-06-15,,2019-07-29,3900元/月,609m,随时入住,2年以内,需提前预约,无,暂无数据,民水,民电,无,有,有,有,有,有,有,无,无,有,有,121.469832,31.228132,https://sh.lianjia.com/zufang/SH2279489743383437312.html,2019-07-31 19:53:18
282,黄浦,世博滨江,瞿四小区,整租,5500,中楼层/6层,39㎡,2室0厅1卫,朝南,19天前,2019-07-12,"【房源亮点】 近地铁公交站、朝南两室、好楼层、业主诚意出租、好沟通、随时可看。
【交通出行】 1、公交：距离中山南一路西藏南路公交站285米，局门路中山南一路公交站396米
2、地铁：距离西藏南路地铁4、8号线360米，距离世博会博物馆596米 
3、距离高架桥约500米
【周边配套】 近处有第九人民医院、荷花池幼儿园、工行、邮政储蓄、公园、各类餐饮等，解决衣食住行。
",2019-06-16,5400元/月,294m,随时入住,3年以内,需提前预约,无,暂无数据,民水,民电,无,无,有,有,有,有,有,无,无,有,有,121.499682,31.215727,https://sh.lianjia.com/zufang/SH2298095780667867136.html,2019-07-31 19:53:19
283,静安,南京西路,石门二路50号,整租,4500,低楼层/6层,18㎡,1室0厅1卫,朝南,2个月前,2019-05-25,"【户型介绍】 本房户型方正，采光好，套内卫生间，房间外走廊还有一个卫生间，而且还有电梯，出行方便。
【交通出行】 距离南京西路地铁站400米左右，出行方便，配套齐全，给您精致生活体验。
【出租原因】 房子之前租客到期了，房东不想房子空置，希望找到爱护房子有缘分的租客
",,,207m,随时入住,2年以内,需提前预约,有,暂无数据,民水,民电,无,无,无,无,有,无,无,无,无,有,无,121.461931,31.232116,https://sh.lianjia.com/zufang/SH2264421952091594752.html,2019-07-31 19:53:20
284,黄浦,世博滨江,耀江花园,整租,8000,高楼层/34层,62㎡,1室1厅1卫,朝南,4个月前,2019-03-09,"【装修描述】 房屋精装修，配置齐全，家电设施入住均可正常使用，风格温馨简洁。
【交通出行】 耀江花园近地铁西藏南路8/4号线 双地铁线，西藏南路龙华东路公交站18路、318路。出行方便！
【出租原因】 房屋目前是有租客的，租客月底到期，可以预约随时看房，后期任然继续出租！
",2019-07-28,12300元/月,385m,随时入住,暂无数据,需提前预约,有,暂无数据,民水,民电,有,无,无,无,无,无,无,无,无,无,无,121.499682,31.215727,https://sh.lianjia.com/zufang/SH2208515517793173504.html,2019-07-31 19:53:21
285,松江,佘山,佘北家园秀雅苑,整租,1600,低楼层/7层,81㎡,2室2厅1卫,朝南,12天前,2019-07-18,,2019-06-22,1600元/月,,随时入住,暂无数据,需提前预约,无,暂无数据,民水,民电,无,无,无,无,无,无,无,无,无,无,无,121.202916,31.126290,https://sh.lianjia.com/zufang/SH2303702499510722560.html,2019-07-31 19:53:22
286,浦东,惠南,荡湾新村,整租,1500,高楼层/5层,55㎡,2室1厅1卫,朝南,19天前,2019-07-12,,2019-07-29,1000元/月,1170m,随时入住,暂无数据,需提前预约,无,暂无数据,民水,民电,有,无,无,无,无,无,无,无,无,无,无,121.765921,31.043246,https://sh.lianjia.com/zufang/SH2299110195604750336.html,2019-07-31 19:53:23
287,徐汇,上海南站,汇成一村,整租,4500,高楼层/6层,49㎡,2室0厅1卫,朝南,13天前,2019-07-18,,2019-07-30,3700元/月,,随时入住,暂无数据,需提前预约,无,暂无数据,民水,民电,无,无,无,无,无,无,无,无,无,无,无,121.429504,31.153842,https://sh.lianjia.com/zufang/SH2302621039118786560.html,2019-07-31 19:53:24
288,松江,泗泾,金港花园(别墅),整租,1300,低楼层/3层,25㎡,1室0厅1卫,朝北,7天前,2019-07-24,,2018-04-19,13000元/月,925m,随时入住,暂无数据,一般下班后可看,无,暂无数据,民水,民电,无,无,无,无,无,无,无,无,无,无,无,121.263446,31.111754,https://sh.lianjia.com/zufang/SH2307957828184719360.html,2019-07-31 19:53:25
289,静安,静安寺,长乐路930弄,整租,6800,中楼层/6层,30㎡,1室0厅1卫,朝南,1个月前,2019-06-04,"【户型介绍】 本房一室一厅一厨一卫户型，楼层高，朝南向，带一阳台，远离马路，安静舒适度高，
【交通出行】 出行方便，2、11号线江苏路地铁站，多路公交经过，71路（镇宁路站）、57路、76路、311路、48路、113路、328路、548路等。
【周边配套】 【医院】华山医院、上海华侨医疗等； 【银行】中国工商银行、招商银行、中国建设银行、恒生银行等； 【购物】全家、世纪商贸广场等；
",2019-06-20,5200元/月,582m,随时入住,2年以内,需提前预约,无,暂无数据,民水,民电,无,有,有,有,有,有,有,无,无,有,有,121.445828,31.216033,https://sh.lianjia.com/zufang/SH2271793440063242240.html,2019-07-31 19:53:26
290,浦东,泥城镇,丽都华庭,整租,1100,中楼层/13层,85㎡,2室2厅1卫,朝南,2个月前,2019-05-23,,2019-07-14,1100元/月,,随时入住,暂无数据,需提前预约,有,暂无数据,民水,民电,有,无,无,无,无,无,无,无,无,无,无,121.807584,30.901756,https://sh.lianjia.com/zufang/SH2262738305818820608.html,2019-07-31 19:53:27
291,静安,曹家渡,万航公寓,整租,3500,低楼层/24层,25㎡,1室0厅1卫,朝南,1个月前,2019-06-20,"【房源亮点】 格局分明，小区新，环境好，闹中取静，出行方便，随时看房，业主诚意出租。
【交通出行】 此房位于静安曹家渡板块，交通便利，是万航渡路生活便利，小吃丰富
【周边配套】 悦达889商城，King88购物广场，柒彩里美食城，曹家渡公交站点，小吃一条街
",2019-06-19,5500元/月,726m,2019-08-01,1年以内,需提前预约,有,暂无数据,民水,民电,有,有,有,有,有,有,有,无,有,有,有,121.431730,31.225806,https://sh.lianjia.com/zufang/SH2283169345649778688.html,2019-07-31 19:53:28
292,黄浦,打浦桥,思南路115弄,整租,6900,高楼层/7层,43㎡,1室1厅1卫,朝东,14天前,2019-07-17,,2019-07-14,6500元/月,332m,随时入住,暂无数据,需提前预约,无,暂无数据,民水,民电,无,无,无,无,无,无,无,无,无,无,无,121.471257,31.208503,https://sh.lianjia.com/zufang/SH2302911952621944832.html,2019-07-31 19:53:29
293,徐汇,康健,杜鹃园,整租,4300,低楼层/6层,42㎡,1室1厅1卫,朝南,1个月前,2019-06-02,"【交通出行】 上海师大(桂林路钦州南路)(43路703路B线) 桂林路桂林东街(725路43路131路712路763路303路夜班166路) 钦州南路桂林路(703路B线725路830路804路732路) 地铁：12号线虹漕站1.1公里，1号线锦江乐园站1.8公里，3号线上海南站2.1公里
【周边配套】 商场：康健亮都新时代、家乐福、沃尔玛。 医院：徐汇区新乐地段医院、上海国创贝氏门诊部、上海市第六人民医院。 4.邮局：中国邮政康健邮政所、中国邮政师范大学邮政所。桂林西街菜市场 便利店
【小区介绍】 户型方正, 小区安静, 交通便利 ，小区环境优秀。。。。。。
",2019-07-27,4300元/月,978m,随时入住,2年以内,一般下班后可看,无,暂无数据,民水,民电,无,有,有,有,有,有,有,无,无,有,有,121.419417,31.166917,https://sh.lianjia.com/zufang/SH2270329479630946304.html,2019-07-31 19:53:30
294,静安,南京西路,化工小区(静安),整租,6500,中楼层/8层,41㎡,1室1厅1卫,朝南,5个月前,2019-02-13,"【出租原因】 业主精装修，房屋保养到位，家电齐全，配套完善， 拎包入住，。
【周边配套】 小区门口即为地铁十三号线南京西路站地铁口，同时步行5mi即可到达2号线和12号线南京西路地铁口，门口还有304,955,23,41,301路公交，交通线路广，出行十分方便。
【小区介绍】 对.面香港兴业太古汇，对.面上海电视台。周.边生活便捷，银行，超市，菜市场等。物业管理非.常好
",2019-07-05,8800元/月,351m,随时入住,3年以内,需提前预约,无,暂无数据,民水,民电,有,有,有,有,有,有,有,无,无,有,有,121.450241,31.223989,https://sh.lianjia.com/zufang/SH2191223077399445504.html,2019-07-31 19:53:31
295,青浦,盈浦,清河湾佳苑(一期),整租,1600,高楼层/6层,64㎡,2室1厅1卫,朝南,20天前,2019-07-11,,2019-06-06,3800元/月,1142m,随时入住,暂无数据,需提前预约,无,暂无数据,民水,民电,无,无,无,无,无,无,无,无,无,无,无,121.000000,31.000000,https://sh.lianjia.com/zufang/SH2295639109681037312.html,2019-07-31 19:53:31
296,黄浦,淮海中路,茂名坊,整租,8500,中楼层/5层,46㎡,1室1厅1卫,朝南,10天前,2019-07-21,,2019-07-16,6500元/月,224m,2019-08-25,1年以内,需提前预约,无,暂无数据,民水,民电,无,无,有,有,有,有,有,无,无,有,无,121.462629,31.215058,https://sh.lianjia.com/zufang/SH2305759860039622656.html,2019-07-31 19:53:32
297,徐汇,上海南站,东荡小区,整租,4500,高楼层/6层,43㎡,1室1厅1卫,朝南,18天前,2019-07-13,,2019-07-29,3400元/月,749m,2019-08-05,1年以内,需提前预约,无,暂无数据,民水,民电,无,有,有,有,有,有,有,无,无,有,有,121.428073,31.150130,https://sh.lianjia.com/zufang/SH2299120518424428544.html,2019-07-31 19:53:33
298,黄浦,新天地,健乐小区,整租,7000,未知/6层,56㎡,2室1厅1卫,朝南,1个月前,2019-06-11,"【户型介绍】 新天地板块少见的小户型、朝南一间、一门关全部独用、装修中等但是很干净、这个价格也可以谈
【交通出行】 住在这里出行太方便了、400米内可以到10号13号线新天地站、9号13号线马当路站
【周边配套】 本小区的位置也是亮点！您步行500米即可到达：9号13号线马当路站、中海寰宇荟广场、凯德晶萃广场、复兴SOHO广场、新天地时尚广场、10号13号线新天地站。稍远的路程还可以到曙光医院瑞金医院、淮海东路等
",2019-07-17,4800元/月,370m,随时入住,2年以内,需提前预约,无,暂无数据,民水,民电,有,有,有,有,有,有,有,有,有,有,有,121.499682,31.215727,https://sh.lianjia.com/zufang/SH2276485680501112832.html,2019-07-31 19:53:34
299,黄浦,蓬莱公园,西凌新邨,整租,4800,中楼层/7层,34㎡,1室1厅1卫,朝南,1个月前,2019-06-24,"【房源亮点】 朝南向全明户型，楼层好，近地铁，家电齐全，生活便利，出行方便，
【交通出行】 地铁：4号线\8号线西藏南路站约400m；8/9号线陆家浜路站约800m公交：市九医院站约160m；西藏南路瞿溪路站约200m...；距离南浦公交总站1.4km,驾车：500m上内环高架；900m进西藏南路隧道；1.3km上南北高架..
【周边配套】 西凌家宅路一整条生活街：菜市场，服装店，理发店，超市，餐点，生鲜，洗衣，一应俱全。公园：蓬莱公园约500m；第九人民医院约200m；世纪联华超市700m；新邻生活广场800m；
",2019-07-30,4900元/月,252m,随时入住,1年以内,需提前预约,无,暂无数据,民水,民电,有,有,有,有,有,有,有,无,无,有,有,121.485482,31.204889,https://sh.lianjia.com/zufang/SH2285951261113327616.html,2019-07-31 19:53:36
300,浦东,祝桥,祝和苑,整租,2000,中楼层/5层,65㎡,2室1厅1卫,朝南,3个月前,2019-04-14,"【房源亮点】 主卧朝南，出行方便，小区配套设施完善。开车去浦东机场很方便。
【户型介绍】 三房，有两房是朝南的，南北通透，主卧跟次卧中间是卫生间隔开，通风很好。
【交通出行】 每天有固定的机场八线去机场，还有浦东24路和祝桥1路，出行方便。
",2019-06-03,1400元/月,,2019-08-01,1年以内,需提前预约,无,暂无数据,民水,民电,无,无,有,无,有,有,有,无,无,有,有,121.762963,31.125031,https://sh.lianjia.com/zufang/SH2211386972595814400.html,2019-07-31 19:53:37
301,普陀,桃浦,桃浦七村雪松苑,整租,3300,中楼层/6层,43㎡,1室1厅1卫,朝南,4天前,2019-07-27,,2019-07-27,4100元/月,716m,随时入住,暂无数据,需提前预约,无,暂无数据,民水,民电,无,无,无,无,无,无,无,无,无,无,无,121.352070,31.287663,https://sh.lianjia.com/zufang/SH2309979056999251968.html,2019-07-31 19:53:37
302,黄浦,蓬莱公园,仁宝公寓,整租,8500,高楼层/26层,79㎡,2室1厅1卫,朝南,25天前,2019-07-06,,2019-02-23,7500元/月,116m,2019-08-01,2年以内,需提前预约,有,暂无数据,民水,民电,无,有,有,有,有,有,有,无,无,有,有,121.497372,31.209031,https://sh.lianjia.com/zufang/SH2294665876056064000.html,2019-07-31 19:53:38
303,浦东,泥城镇,东亚阳光里,整租,2000,中楼层/11层,79㎡,2室1厅1卫,朝南,4天前,2019-07-27,,2019-06-07,2100元/月,,随时入住,暂无数据,需提前预约,无,暂无数据,民水,民电,无,无,无,无,无,无,无,无,无,无,无,121.809144,30.906288,https://sh.lianjia.com/zufang/SH2310158384936534016.html,2019-07-31 19:53:39
304,黄浦,淮海中路,建国西路158弄,整租,5500,高楼层/6层,43㎡,1室0厅1卫,朝南,1个月前,2019-06-12,"【装修描述】 干净整洁，家具家电都是品牌，适合居家客户，情侣或者单身居住，小区安静。
【交通出行】 地铁：最近9/12号线嘉善路站，9号线打浦桥站500米，1/10/12号线陕西南路站1Km。
【周边配套】 医院：瑞金医院300米（数据来源百度地图）。 商圈休闲：卢湾体育馆、文化广场、复兴公园、iapm、新天地、日月光等。 地铁：陕西南路站、嘉善路站、打浦桥站。
",2019-03-26,10000元/月,558m,随时入住,1年以内,需提前预约,无,暂无数据,民水,民电,无,有,有,有,有,有,有,无,无,有,有,121.469819,31.218974,https://sh.lianjia.com/zufang/SH2277355024931889152.html,2019-07-31 19:53:40
305,静安,南京西路,骏豪国际,整租,6200,中楼层/29层,40㎡,1室1厅1卫,朝西,19天前,2019-07-11,"【房源亮点】 高区景观好 视野好 采光佳 交通方便 距南京西路地铁站50米，出行方便，有地铁2号，12号，13号线。有大型购物商厦，有特色小吃食品街
【户型介绍】 一室两厅精装修，高区采光足视野棒，全景窗户，户型好，随时看房
【周边配套】 梅隆泰三大购物广场，南京西路地铁站及其他公交，吴江路小吃街，吃喝玩乐一应俱有
",2019-07-30,8600元/月,545m,随时入住,1年以内,需提前预约,有,暂无数据,民水,民电,无,有,有,有,有,有,有,有,有,有,无,121.455235,31.228359,https://sh.lianjia.com/zufang/SH2296267868867928064.html,2019-07-31 19:53:41
